# ACHILLES free-nucleon CCQE cross section sigma(E_nu) [nb], nu_mu n -> mu- p.
# From ghcr.io/cesarjesusvalls/achilles:oracle, QE_Spectral_Func on a stationary neutron
# (Name:1N), Leptons:[14,[13]]. Absolute nb (ACHILLES units). Compared to the model's
# Llewellyn-Smith CCQE, which is also absolute (G_F^2 cos^2 theta_c) -- no bridging constant.
# Columns: E_nu[MeV], sigma_nb
500   7.936822873508295e-06
700   9.42648577288258e-06
1000  1.0167282840356243e-05
1500  1.0226393594245703e-05
2000  1.0032955984596357e-05
3000  9.70336845306588e-06
