# ACHILLES NC (Z exchange) single-pion cross section sigma(E_nu), nu_e -> nu_e.
# From ghcr.io/cesarjesusvalls/achilles:oracle, RES_Spectral_Func on stationary nucleons:
# Name:1H (proton channels) + Name:1N (free neutron channels). nb (ACHILLES units). No angle
# cut (the Z propagator is ~constant, unlike the 1/Q^4 photon -> NC converges like CC).
# Columns: E_nu[MeV], ch0 (p->p pi0), ch1 (p->n pi+), ch2 (n->n pi0), ch3 (n->p pi-)
700   6.336765065106652e-07  3.5836244979456543e-07 6.379235408728378e-07  3.529978196901647e-07
1000  9.89546767017403e-07   5.696840048059812e-07  9.931568828476733e-07  5.661391962708944e-07
1300  1.1498962347701087e-06 6.79565705577731e-07   1.1550482525048256e-06 6.866443996211139e-07
1700  1.2496558643483974e-06 7.557618877171358e-07  1.2588410587156653e-06 7.806727877298076e-07
2200  1.3057233724045706e-06 8.062218291602901e-07  1.3211564431756935e-06 8.52836680225073e-07
