# ACHILLES free-nucleon single-pion cross section sigma(E_nu), nu_e CC (massless lepton).
# Generated from ghcr.io/cesarjesusvalls/achilles:oracle (commit a4f761ea) with
# RES_Spectral_Func on stationary nucleons: Name:1H (free proton -> p->p pi+) and
# Name:1N (free neutron -> n->p pi0, n->n pi+). Integrated xsec printed during
# optimization (Accuracy 5e-3); ACHILLES internal units (relative; A3 compares shape
# + channel ratios, which are independent of the universal absolute constant).
# Columns: E_nu[MeV], sigma_ch0 (n->p pi0), sigma_ch1 (n->n pi+), sigma_ch2 (p->p pi+)
400   1.570161023109891e-07  7.536316703168686e-08  5.353926391782529e-07
500   4.3035364869203564e-07 2.1894187026524925e-07 1.5973657766055255e-06
600   7.5251307473272e-07    4.0403509784525684e-07 2.8697852221134533e-06
800   1.321273745028828e-06  7.84255380532678e-07   5.0166163675732255e-06
1000  1.715379821464584e-06  1.119361605372146e-06  6.307905048469818e-06
1300  2.075063800240904e-06  1.515392575720611e-06  7.2271018720897235e-06
1600  2.2905646321552672e-06 1.7934798080999174e-06 7.625882920900141e-06
2000  2.4752376911698484e-06 2.050940807831154e-06  7.84265845899723e-06
2500  2.624167037329555e-06  2.260934773907916e-06  7.947373197185546e-06
