# ACHILLES free-nucleon single-pion cross section sigma(E_nu), nu_mu CC (muon mass 105.658 MeV).
# Same setup as freenucleon_nue_sigma.csv but Leptons:[14,[13]] (nu_mu -> mu-) on stationary
# nucleons (Name:1H proton, Name:1N free neutron). Validates the A3.3 muon-mass kinematics:
# the model with m_lep=105.658 should match this, AND its bridging constant c should equal
# the nu_e one (same CC coupling) -- a cross-check that the muon kinematics are faithful.
# Columns: E_nu[MeV], sigma_ch0 (n->p pi0), sigma_ch1 (n->n pi+), sigma_ch2 (p->p pi+)
500   2.597127067259393e-07  1.2810325327659632e-07 9.19894788579683e-07
700   9.185435979928293e-07  5.05044670673216e-07   3.546405466371909e-06
1000  1.6135292329720576e-06 1.0279945252358143e-06 6.007612321953326e-06
1300  1.9941695348213832e-06 1.4316837762601365e-06 7.00761148533672e-06
1600  2.2245012254417253e-06 1.7221203597697055e-06 7.443946028633973e-06
2000  2.422671378707052e-06  1.991677514670113e-06  7.700842920436295e-06
2500  2.5827303281305114e-06 2.213876812586174e-06  7.833995124099867e-06
